!datetime	Ten_Meter_Uwind_vector_meterPerSecond	Ten_Meter_Vwind_vector_meterPerSecond	Surface_Level_Barometric_Pressure_pascal	Air_Temperature_celsius	Relative_Humidity_percent	Cloud_Cover_decimalFraction	Shortwave_Radiation_Downwelling_wattPerMeterSquared	Precipitation_meterPerSecond
1979-04-14 00:00:00	7.3690328	0	10000	1.8862511	86.595151	0.97907917	109.68233	1.0029167e-10
1979-04-15 00:00:00	2.6411613	0	10000	3.3233416	85.262884	0.99539633	104.01589	1.2770834e-11
1979-04-16 00:00:00	4.1122775	0	10000	3.178757	85.336446	1	97.388368	1.3238426e-11
1979-04-17 00:00:00	8.2940152	0	10000	4.5120941	71.743911	0.90335733	139.56593	8.9583333e-13
1979-04-18 00:00:00	8.8346823	0	10000	3.4641739	60.909444	0.7650016	186.7405	0
1979-04-19 00:00:00	7.7767216	0	10000	3.8362556	62.775803	0.78356105	182.02175	0
1979-04-20 00:00:00	6.356879	0	10000	4.8795881	60.395191	0.67369722	214.71076	0
1979-04-21 00:00:00	2.9522407	0	10000	7.4500023	50.065619	0.36437135	280.121	0
1979-04-22 00:00:00	4.6113231	0	10000	8.378759	63.297485	0.93431779	132.11935	0
1979-04-23 00:00:00	7.164344	0	10000	10.707086	62.727332	0.39465249	274.49838	0
1979-04-24 00:00:00	5.1616375	0	10000	11.180002	55.993228	0.47053992	263.95643	0
1979-04-25 00:00:00	8.5505675	0	10000	11.467096	67.807394	0.80769869	176.93078	3.306713e-12
1979-04-26 00:00:00	8.7763118	0	10000	10.916259	82.220418	0.9944132	109.44688	1.9193288e-11
1979-04-27 00:00:00	12.137875	0	10000	14.079172	94.220982	1	95.778204	3.1568403e-10
1979-04-28 00:00:00	5.0496198	0	10000	14.97293	83.336247	0.45382048	263.3772	6.2390046e-11
1979-04-29 00:00:00	5.2988769	0	10000	12.285438	82.440648	0.8152176	175.85802	5.472338e-11
1979-04-30 00:00:00	3.5826338	0	10000	11.937082	68.813942	0.69734079	215.29517	0
1979-05-01 00:00:00	5.5757906	0	10000	10.837506	58.878113	0.81473368	181.77302	0
1979-05-02 00:00:00	8.188754	0	10000	6.1800044	67.770071	0.6831403	225.30642	1.2481481e-11
1979-05-03 00:00:00	5.547358	0	10000	7.9541743	65.512255	0.67813594	227.07273	5.7554398e-11
1979-05-04 00:00:00	7.2195724	0	10000	11.055011	81.698282	0.64513152	232.61409	3.717361e-11
1979-05-05 00:00:00	9.8727249	0	10000	5.8804209	69.928057	0.77894214	198.47767	0
1979-05-06 00:00:00	5.788763	0	10000	5.3995911	62.796819	0.60584358	251.78763	0
1979-05-07 00:00:00	4.3541986	0	10000	8.3466672	53.481428	0.5975511	254.65885	0
1979-05-08 00:00:00	6.6093307	0	10000	13.688346	59.898365	0.4757495	278.67119	0
1979-05-09 00:00:00	7.1574981	0	10000	21.106265	69.797201	0.41616126	278.98181	0
1979-05-10 00:00:00	6.8696169	0	10000	20.357088	69.981356	0.42359389	279.86179	3.1018519e-13
1979-05-11 00:00:00	5.3749222	0	10000	14.994169	65.934115	0.76856552	201.62017	0
1979-05-12 00:00:00	8.9214036	0	10000	13.141676	76.455232	0.80972854	189.68838	2.2546296e-12
1979-05-13 00:00:00	6.5839245	0	10000	15.561259	87.423831	0.84073024	175.73468	3.8344908e-11
1979-05-14 00:00:00	4.3312876	0	10000	14.129171	87.506792	1	88.951524	1.3900463e-11
1979-05-15 00:00:00	4.6459053	0	10000	14.047923	78.190238	0.51456347	275.2904	1.3842593e-12
1979-05-16 00:00:00	6.4930749	0	10000	13.405424	77.23871	0.71713834	222.89926	0
1979-05-17 00:00:00	4.8793779	0	10000	11.006258	69.796238	0.56972935	268.90238	2.4351852e-12
1979-05-18 00:00:00	5.2949293	0	10000	11.927094	83.035834	0.94130537	143.13396	4.8171296e-12
1979-05-19 00:00:00	6.6179043	0	10000	12.845421	90.414573	0.91256399	153.86102	4.1435185e-12
1979-05-20 00:00:00	5.9661632	0	10000	12.938339	92.022624	0.98510446	124.03434	3.2861112e-11
1979-05-21 00:00:00	5.036282	0	10000	15.792502	84.804888	0.61364458	252.52065	1.8085649e-11
1979-05-22 00:00:00	6.3812043	0	10000	13.180006	66.445041	0.5100925	286.26868	2.5e-13
1979-05-23 00:00:00	4.9769784	0	10000	12.149591	83.557685	0.99748768	120.92587	2.2035301e-10
1979-05-24 00:00:00	5.7760718	0	10000	11.869588	95.635059	1	74.772262	5.5148264e-10
1979-05-25 00:00:00	8.1700931	0	10000	13.450006	95.544459	1	84.768556	2.6111111e-10
1979-05-26 00:00:00	10.929107	0	10000	14.656259	88.295121	0.744751	217.31221	2.0099537e-11
1979-05-27 00:00:00	8.7425951	0	10000	12.302924	76.601305	0.70007208	236.75174	5.1643519e-12
1979-05-28 00:00:00	6.702942	0	10000	13.108762	85.911465	0.83274718	189.26605	1.5840278e-10
1979-05-29 00:00:00	4.2093569	0	10000	14.619592	82.014735	0.64793562	250.20594	1.1519444e-10
1979-05-30 00:00:00	5.2270125	0	10000	13.826255	82.43004	0.7885506	206.1168	1.0792246e-10
1979-05-31 00:00:00	6.3929311	0	10000	14.893336	73.116608	0.50837169	289.36926	3.5e-12
1979-06-01 00:00:00	2.8013694	0	10000	16.539587	76.208777	0.73497991	223.79534	7.662037e-13
1979-06-02 00:00:00	4.6922337	0	10000	17.248754	80.163007	0.75423356	216.12762	0
1979-06-03 00:00:00	4.8265871	0	10000	17.564586	77.075496	0.82216371	192.88049	0
1979-06-04 00:00:00	3.684236	0	10000	17.035833	70.396249	0.71340056	232.76773	3.066551e-11
1979-06-05 00:00:00	4.3010129	0	10000	18.003346	77.452857	0.53526011	280.07376	8.5694445e-11
1979-06-06 00:00:00	5.5337331	0	10000	14.488339	68.445121	0.51584992	292.09465	3.3564815e-13
1979-06-07 00:00:00	6.4284182	0	10000	16.08833	72.743306	0.58136971	273.05325	0
1979-06-08 00:00:00	7.1904403	0	10000	18.808335	85.457159	0.56739927	269.5697	0
1979-06-09 00:00:00	4.2539757	0	10000	21.311667	85.695067	0.81465824	190.90515	7.3043981e-12
1979-06-10 00:00:00	7.5345177	0	10000	20.696675	88.365467	0.91294162	154.12182	0
1979-06-11 00:00:00	6.6444886	0	10000	15.945008	90.881469	1	96.404538	8.2641204e-11
1979-06-12 00:00:00	9.2638899	0	10000	11.113334	81.422789	0.71063123	239.35123	1.4840278e-11
1979-06-13 00:00:00	8.1656921	0	10000	10.553753	69.524837	0.61564777	271.43077	0
1979-06-14 00:00:00	5.5630105	0	10000	12.936672	67.015279	0.4585626	309.2516	0
1979-06-15 00:00:00	7.3409446	0	10000	18.447923	73.237492	0.47400507	297.29474	0
1979-06-16 00:00:00	7.2195639	0	10000	21.989169	74.575564	0.44089471	297.78825	0
1979-06-17 00:00:00	5.534646	0	10000	22.077924	76.772468	0.58507719	264.14843	3.5509259e-12
1979-06-18 00:00:00	6.3316567	0	10000	20.412926	78.641384	0.56272718	272.00762	8.6921296e-13
1979-06-19 00:00:00	6.1927814	0	10000	16.055427	69.118738	0.48070634	300.69437	0
1979-06-20 00:00:00	4.0359808	0	10000	15.870833	63.358894	0.46516477	305.97155	0
1979-06-21 00:00:00	5.9580966	0	10000	14.536254	67.095277	0.46895172	305.63852	0
1979-06-22 00:00:00	5.2889739	0	10000	15.773337	72.610538	0.56799467	278.98064	0
1979-06-23 00:00:00	6.9002057	0	10000	16.070418	82.123517	0.67832527	244.8128	0
1979-06-24 00:00:00	8.4604498	0	10000	11.775836	84.80811	0.96516458	140.11116	0
1979-06-25 00:00:00	8.2824344	0	10000	11.292921	74.845208	0.74395877	229.32665	0
1979-06-26 00:00:00	3.7162478	0	10000	12.977097	66.174485	0.48247852	304.01594	0
1979-06-27 00:00:00	8.6650324	0	10000	14.360836	76.193902	0.58462694	274.71801	1.6777778e-11
1979-06-28 00:00:00	3.3926007	0	10000	16.662501	80.966327	0.81339264	198.1426	5.2657406e-11
1979-06-29 00:00:00	4.0981571	0	10000	17.463752	81.390151	0.53661899	281.04332	2.8706018e-11
1979-06-30 00:00:00	7.3526673	0	10000	16.63709	85.503228	0.90380657	162.06288	8.0800928e-11
1979-07-01 00:00:00	7.7956073	0	10000	18.211253	89.677135	0.84514625	182.47187	5.0449191e-10
1979-07-02 00:00:00	4.6733143	0	10000	18.082507	81.325958	0.79099771	203.83424	2.512037e-11
1979-07-03 00:00:00	10.020108	0	10000	17.168757	71.998232	0.45872537	300.49431	7.7627315e-12
1979-07-04 00:00:00	6.8814243	0	10000	12.636254	69.886857	0.57371227	278.87523	6.875e-13
1979-07-05 00:00:00	8.8214065	0	10000	10.295428	74.667438	0.83532792	194.48015	3.1990741e-12
1979-07-06 00:00:00	7.6500406	0	10000	12.720841	74.07444	0.79979928	205.92338	0
1979-07-07 00:00:00	5.6419079	0	10000	15.622505	70.083187	0.5295127	285.45494	0
1979-07-08 00:00:00	4.6289614	0	10000	18.871671	69.374094	0.43479629	301.40427	0
1979-07-09 00:00:00	4.6435213	0	10000	20.44584	71.043539	0.41640334	301.27304	0
1979-07-10 00:00:00	4.8034396	0	10000	20.600839	74.480145	0.46677956	289.39227	0
1979-07-11 00:00:00	4.834277	0	10000	19.792928	77.446494	0.66515988	239.93987	1.0555556e-12
1979-07-12 00:00:00	4.0027948	0	10000	20.868757	81.053931	0.83040202	183.42158	9.6296296e-13
1979-07-13 00:00:00	4.2198742	0	10000	23.539176	72.867588	0.57671317	258.42527	3.375e-12
1979-07-14 00:00:00	2.9307525	0	10000	24.250841	71.044074	0.56494977	260.19216	1.2128472e-11
1979-07-15 00:00:00	7.6078265	0	10000	21.887927	85.390368	0.56686956	257.89277	2.4380787e-11
1979-07-16 00:00:00	4.3763505	0	10000	20.219172	88.889149	0.81281998	186.81914	7.0774306e-11
1979-07-17 00:00:00	5.0703205	0	10000	20.918752	82.926661	0.654426	236.32101	1.1342245e-10
1979-07-18 00:00:00	3.6218753	0	10000	19.05459	81.867174	0.73624798	214.23846	4.6412037e-11
1979-07-19 00:00:00	3.5132961	0	10000	19.470007	70.488414	0.40149469	298.5244	0
1979-07-20 00:00:00	4.1246773	0	10000	20.702924	63.221054	0.42438811	294.33263	2.7777778e-14
1979-07-21 00:00:00	3.8516371	0	10000	21.562512	69.114617	0.55320195	262.97865	2.6388889e-13
1979-07-22 00:00:00	5.0266494	0	10000	22.280424	73.988894	0.37204112	294.54582	0
1979-07-23 00:00:00	3.3712478	0	10000	22.206265	73.416223	0.48579932	273.44893	1.3608796e-11
1979-07-24 00:00:00	5.0029233	0	10000	22.265838	79.179774	0.73397062	207.42232	7.005787e-12
1979-07-25 00:00:00	4.7796874	0	10000	22.965847	85.675469	0.86832152	159.89229	9.355324e-11
1979-07-26 00:00:00	5.742412	0	10000	23.428754	83.93096	0.69246883	214.89558	1.4824421e-10
1979-07-27 00:00:00	4.273072	0	10000	22.901674	82.573295	0.77331981	191.28658	2.1458333e-11
1979-07-28 00:00:00	2.2971776	0	10000	23.287091	85.152736	0.66017229	221.9759	0
1979-07-29 00:00:00	2.7741396	0	10000	23.118337	79.117267	0.66315317	222.58213	1.0497917e-10
1979-07-30 00:00:00	3.6057762	0	10000	22.950842	77.853286	0.63152825	230.66664	0
1979-07-31 00:00:00	6.4879895	0	10000	22.99543	82.105074	0.5559574	246.22346	8.7268519e-13
1979-08-01 00:00:00	4.6663497	0	10000	23.330422	83.773846	0.8012281	176.57627	6.1601851e-11
1979-08-02 00:00:00	6.4893607	0	10000	24.159174	83.227226	0.71736226	199.76206	8.426389e-11
1979-08-03 00:00:00	4.1966114	0	10000	23.97667	77.161533	0.26997493	287.86704	5.6238426e-12
1979-08-04 00:00:00	2.5586409	0	10000	24.348342	72.375576	0.36086396	276.79555	8.4490741e-13
1979-08-05 00:00:00	4.7398281	0	10000	22.973755	72.163688	0.32351095	283.26647	0
1979-08-06 00:00:00	6.5145401	0	10000	18.995002	74.627232	0.67909297	216.19946	0
1979-08-07 00:00:00	5.1939704	0	10000	15.131263	72.223478	0.50031129	262.77829	1.5763889e-12
1979-08-08 00:00:00	8.1506985	0	10000	19.631254	75.532852	0.43875175	266.43188	2.0265046e-11
1979-08-09 00:00:00	6.8257593	0	10000	15.120006	66.654509	0.35123576	287.44103	0
1979-08-10 00:00:00	5.5477346	0	10000	14.512086	84.718341	1	105.97354	2.0481944e-10
1979-08-11 00:00:00	4.0100565	0	10000	15.345424	85.38752	0.80325969	176.42056	4.7879629e-11
1979-08-12 00:00:00	5.1466938	0	10000	11.655007	95.151136	1	74.364419	2.1611921e-10
1979-08-13 00:00:00	7.5202924	0	10000	12.782922	84.416873	0.72431633	200.71553	9.3692131e-11
1979-08-14 00:00:00	8.4037427	0	10000	14.555008	79.306912	0.76707136	186.41021	1.171412e-11
1979-08-15 00:00:00	8.1190051	0	10000	11.703762	80.124055	0.89039164	147.14766	4.2650463e-12
1979-08-16 00:00:00	7.9575527	0	10000	13.575843	72.888679	0.44668015	262.29396	2.2743056e-12
1979-08-17 00:00:00	4.0298425	0	10000	11.296256	70.576161	0.47294111	258.6749	0
1979-08-18 00:00:00	7.275844	0	10000	11.77459	85.576378	1	87.56935	4.1791666e-11
1979-08-19 00:00:00	3.6240049	0	10000	14.834585	86.249983	0.88208511	143.83027	5.0237269e-11
1979-08-20 00:00:00	4.4225152	0	10000	16.357092	81.61769	0.71416649	192.68372	1.849537e-12
1979-08-21 00:00:00	3.0536666	0	10000	17.325001	78.88806	0.79250088	169.11372	6.5405093e-12
1979-08-22 00:00:00	4.519077	0	10000	17.369588	73.021475	0.44633833	248.63868	8.3564815e-13
1979-08-23 00:00:00	6.110116	0	10000	17.76459	76.471192	0.39768544	253.13304	3.1944444e-13
1979-08-24 00:00:00	7.8982403	0	10000	19.283334	85.861038	0.73115904	179.35725	2.5277778e-12
1979-08-25 00:00:00	6.3472841	0	10000	20.319175	86.291195	0.7521097	171.35889	1.0542824e-11
1979-08-26 00:00:00	4.7323603	0	10000	18.452094	74.13802	0.68511179	191.84588	0
1979-08-27 00:00:00	5.6600249	0	10000	19.750009	86.326337	0.87224803	135.54715	1.587419e-10
1979-08-28 00:00:00	3.8685549	0	10000	19.05084	86.171915	0.4775731	227.79392	1.862037e-11
1979-08-29 00:00:00	7.7606087	0	10000	19.035836	90.033228	0.71190671	177.22034	7.9046297e-11
1979-08-30 00:00:00	6.2026834	0	10000	21.670421	81.43613	0.61046438	197.40693	1.7634259e-11
1979-08-31 00:00:00	6.1362262	0	10000	16.867513	69.358547	0.29110689	254.57822	0
1979-09-01 00:00:00	4.9486086	0	10000	17.21876	69.97223	0.41106355	237.40792	0
1979-09-02 00:00:00	6.8380504	0	10000	19.966258	79.977328	0.4112795	229.37404	5.13125e-11
